ID,LICENSE ID,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP CODE
2839988-20220422,2839988,CASERAS SABOR REAL LLC,CASERAS SABOR REAL,135 N KEDZIE AVE,CHICAGO,IL,60612
2637263-20190321,2637263,601 NORTH WELLS LLC,FLAMINGO RUM CLUB,2300 S THROOP ST,CHICAGO,IL,60608
2211325-20150316,2375523,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2314227-20140311,2314227,NEIGHBOR CAPITAL LLC,Neighbor Capital,420 W JACKSON BLVD,CHICAGO,IL,60606
2252811-20140316,2314968,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2252771-,2252771,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2385449-20150306,2385449,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2262478-20130802,2262478,YESENIA N. LOPEZ,MAR.ICECREAM,2637 S THROOP ST 1ST,CHICAGO,IL,60608
2211298-20130316,2226178,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2379910-20150211,2379910,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2211375-20140416,2309978,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2252820-,2252820,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2802464-20210727,2802464,BIRRIERIA Y TAQUERIA EL ARANDAS LLC,BIRRIERIA Y TAQUERIA EL ARANDAS,3233-3237 W CERMAK RD 1ST,CHICAGO,IL,60623
2211487-20200816,2735277,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 4,CHICAGO,IL,60623
1476486-20120116,2126010,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2211607-20121229,2211607,SILVIA VILLASENOR,ALASKA PALETERIA Y NEVERIA,3446 W IRVING PARK RD,CHICAGO,IL,60618
2563609-20191016,2687267,CHICAGO LUNCHBOX LLC,CHICAGO LUNCHBOX VIN: IFCJF39H3HHB92477 PL:  322709D,2300 S THROOP ST,CHICAGO,IL,60608
2211331-20130316,2226272,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2256349-20190616,2670623,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211346-20121229,2211346,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
21316-20110516,2085902,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2103554-20110920,2103554,ANDRES QUILES ROJAS,MR. QUILES,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2595086-20180629,2595086,"WARM BELLY BAKERY, LLC",WARM BELLY BAKERY,1140 W MONROE ST,CHICAGO,IL,60607
2263707-20150216,2369817,OLMAR CORPORATION INC.,CHEESIE'S PUB & GRUB,2300 S THROOP ST,CHICAGO,IL,60608
2256354-20210616,2784034,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2278807-20140501,2278807,MODEL CHEF LLC,MODEL CHEF LLC,2300 S THROOP ST,CHICAGO,IL,60608
2594968-20180605,2594968,TAQUERIA LOS PATRONCITOS CO.,EL JEFE,2300 S THROOP ST,CHICAGO,IL,60608
2373569-20190516,2656006,"THE FAT SHALLOT, LLC",THE FAT SHALLOT,2300 S THROOP ST,CHICAGO,IL,60608
1804345-20120116,2126016,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING CO,1204 W 36TH PL,CHICAGO,IL,60609
2397353-20170816,2541209,BOO COO ROUX INC.,BOO COO ROUX,2300 S THROOP ST,CHICAGO,IL,60608
2211493-20121229,2211493,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 10,CHICAGO,IL,60623
2211499-20121229,2211499,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 16,CHICAGO,IL,60623
2211283-20121229,2211283,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING CO,1204 W 36TH PL,CHICAGO,IL,60609
2211309-20150316,2375466,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211540-20151216,2430947,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1ST,CHICAGO,IL,60630
2483492-20161102,2483492,JUICERX CLEANSE LLC,JUICERX,1414 N WELLS ST 1,CHICAGO,IL,60610
2247036-20161016,2486834,JAMAICA ISLAND JERK CHICKEN INCORPORATED,JAMAICA ISLAND JERK CHICKEN,5058 S HALSTED ST 1 C,CHICAGO,IL,60609
2522651-20210616,2784857,"MEXI-TACOS, INC.","MEXI-TACOS, INC.",2300 S THROOP ST,CHICAGO,IL,60608
2548953-20191016,2687573,HOME RUN INN PIZZA-SHEFFIELD INC.,HOME RUN INN,2300 S THROOP ST 1,CHICAGO,IL,60608
2385445-20210316,2769896,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2211563-20210316,2769427,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211534-20121229,2211534,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2252807-,2252807,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2254173-20170216,2502957,BOLAT AFRICAN CUISINE INC.,IYANZE,4623-4627 N BROADWAY  1ST,CHICAGO,IL,60640
2314388-20140820,2314388,"AUNTIE VEE'S, INC.",AUNTIE VEE'S CUPCAKES & DESSERTS,1020 W DEVON,ELK GROVE VILLAGE,IL,60007
2252815-,2252815,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2256462-20170616,2527015,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211406-20121229,2211406,MARIA O MORENO,PALETERIA ALEX,5420 W FULLERTON AVE,CHICAGO,IL,60639
2340711-20140728,2340711,JENI'S - ILLINOIS LLC,JENI'S SPLENDID ICE CREAM,3404 N SOUTHPORT AVE,CHICAGO,IL,60657
2211453-20121229,2211453,STEVE THOMAS,STEVE'S 77 ICE CREAM,5350 W 38TH ST,CICERO,IL,60804
2211472-20121229,2211472,CHUBBY WIENERS INCORPORATED,CHUBBY WIENERS,4652 N WESTERN AVE,CHICAGO,IL,60625
2708668-20210907,2708668,TAQUERIA LOS PATRONCITOS CO.,LA PATRONA,3233-3237 W CERMAK RD 1,CHICAGO,IL,60623
2211640-20121229,2211640,"ZULLO'S FOOD TRUCKS, INC.",ZFT,1103 W GRAND AVE 1ST,CHICAGO,IL,60642
2501583-20170106,2501583,SOHO GROUP LLC,FLYING TACOS,1043 N CALIFORNIA AVE 1ST,CHICAGO,IL,60622
2555660-20190216,2640522,RAMON TORRES III,AZTEC DAVE'S FOOD TRUCK,2300 S THROOP ST 1,CHICAGO,IL,60608
2384856-20171116,2558697,"CAP B, INC.",HAROLD' S CHICKEN # 55,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2314212-20140311,2314212,NEIGHBOR CAPITAL LLC,Neighbor Capital,10 S KEDZIE AVE,CHICAGO,IL,60612
2211492-20140816,2338209,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 9,CHICAGO,IL,60623
2256371-20190616,2670627,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2621224-20180905,2621224,LOUD MOUTH FOOD BIKES LLC,LOUD MOUTH FOOD BIKES,324 N LEAVITT ST,CHICAGO,IL,60612
2211535-20121229,2211535,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1ST,CHICAGO,IL,60630
2708668-20240216,2946543,TAQUERIA LOS PATRONCITOS CO.,LA PATRONA,3233-3237 W CERMAK RD 1,CHICAGO,IL,60623
2431772-20160608,2431772,SOHO GROUP LLC,LUCY'S,324 N LEAVITT ST,CHICAGO,IL,60612
2103847-20110727,2103847,BRIDGEPORT PASTY LLC,BRIDGEPORT PASTY LLC,3322 S MORGAN ST 1,CHICAGO,IL,60608
2211461-20121229,2211461,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211588-20170316,2509719,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2827288-20220309,2827288,ALEX'S CATERING CORP,ALEX CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2211523-20130916,2276304,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1ST,CHICAGO,IL,60625
2373569-20170516,2520973,"THE FAT SHALLOT, LLC",THE FAT SHALLOT,2300 S THROOP ST,CHICAGO,IL,60608
2211659-20121229,2211659,TLSS CHICAGO LLC,LITTLE SALAD SHOP,1103 W GRAND AVE,CHICAGO,IL,60642
2211326-20170316,2507515,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2470451-20200516,2722508,YOLIS TAMALES LLC,YOLIS TAMALES,5002 S WESTERN AVE 1ST,CHICAGO,IL,60609
2500662-20230116,2890749,LA CHAPARRITA INC.,TAMALES EMMA LA CHAPARRITA,2500 S WHIPPLE ST 1,CHICAGO,IL,60623
2211352-20121229,2211352,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2252814-,2252814,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2802464-20230116,2880880,BIRRIERIA Y TAQUERIA EL ARANDAS LLC,BIRRIERIA Y TAQUERIA EL ARANDAS,3233-3237 W CERMAK RD 1ST,CHICAGO,IL,60623
2745159-20210716,2790967,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2641561-20190426,2641561,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2211344-20121229,2211344,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2564875-20180417,2564875,"LAWRENCE'S FISHERIES, INC.",LAWRENCE'S FISH & SHRIMP,2300 S THROOP ST,CHICAGO,IL,60608
2252838-20160316,2443782,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2246930-20130816,2268880,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2314206-20140331,2314206,NEIGHBOR CAPITAL LLC,Neighbor Capital,2700 S CALIFORNIA BLVD,CHICAGO,IL,60608
2013651-20120116,2127727,ALEJANDRO ARROYO,THUNDERBIRD - ARROYO,1204 W 36TH PL,CHICAGO,IL,60609
2246931-20130417,2246931,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2555660-20230216,2885269,RAMON TORRES III,AZTEC DAVE'S FOOD TRUCK,2300 S THROOP ST 1,CHICAGO,IL,60608
2397086-20151116,2427049,"WHEELS2FREEDOM, LLC",GETTA POLPETTA,2300 S THROOP ST,CHICAGO,IL,60608
2428508-20151112,2428508,ANDRES QUILES ROJAS,MR QUILES MEXICAN FOOD #4,2300 S THROOP ST,CHICAGO,IL,60608
2211458-20130916,2274176,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211343-20121229,2211343,FELIPE BENITEZ,PHILLIP'S ICE CREAM,4221 N KEDZIE AVE 1ST,CHICAGO,IL,60618
2093134-20110624,2093134,ANDRES QUILES ROJAS,MR. QUILES,4825 W ARTHINGTON ST 1,CHICAGO,IL,60644
2745159-20200909,2745159,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2446963-20160526,2446963,THE HAPPY LOBSTER LLC,THE HAPPY LOBSTER,2300 S THROOP ST,CHICAGO,IL,60608
2211595-20130316,2229031,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2256343-20130520,2256343,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211467-20121229,2211467,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2293084-20140328,2293084,D'S HOUSE INC.,D'S HOUSE,1708 W 63RD ST,CHICAGO,IL,60636
2211441-20121229,2211441,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843 - 2847 W 63RD ST,CHICAGO,IL,60629
2294411-20131127,2294411,EDGAR MARTINEZ,PALETERIA LA MORELIA,3108 W CERMAK RD,CHICAGO,IL,60623
2211324-20170316,2507513,RAFAEL MAGALLON,RAFAEL MAGALLON,2215 S KEDZIE AVE,CHICAGO,IL,60623
2256487-20130520,2256487,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211493-20180816,2604724,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 10,CHICAGO,IL,60623
2262855-20130613,2262855,WINDY CITY PATTY WAGON LLC,PATTY WAGON,2300 S THROOP ST,CHICAGO,IL,60608
2549900-20180223,2549900,"JERK TACO MAN HOLDINGS, LLC",JERK TACO MAN,2300 S THROOP ST,CHICAGO,IL,60608
2418009-20160222,2418009,ROSA D. GONZALEZ,HELADOS ANGIE,2637 S THROOP ST,CHICAGO,IL,60608
2211468-20150916,2414799,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2245997-20130405,2245997,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST,CHICAGO,IL,60626
2256371-20170616,2527009,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2364143-20141121,2364143,JAMAICA ISLAND JERK CHICKEN INCORPORATED,JAMAICA ISLAND JERK CHICKEN,5058 S HALSTED ST 1 C,CHICAGO,IL,60609
2211485-20140816,2338202,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 2,CHICAGO,IL,60623
2684518-20230916,2922692,"STEVEN ANTI KREATIONS, LLC",KONA ICE OF NILES,2300 S THROOP ST,CHICAGO,IL,60608
2211579-20130316,2229003,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2245996-20130816,2268872,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST 1 1,CHICAGO,IL,60626
2501801-20170406,2501801,Chicago Scoops LLC,COLD STONE CREAMERY #20658,20 W OHIO ST,CHICAGO,IL,60654
2211463-20150916,2414794,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211345-20121229,2211345,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2641549-20190426,2641549,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2252810-20140316,2314967,RAUL MARTINEZ,PALATERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2476454-20190516,2654879,FULTON CATERING CORP.,CARNIVALE FOOD TRUCK,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2677526-20190719,2677526,"PIEROGI SQUAD, INC.",PIEROGI SQUAD,6601 W IRVING PARK RD,CHICAGO,IL,60634
2252767-20200816,2775845,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2211627-20121229,2211627,"SWEETIE CAKES , INC.",SWEETIE CAKES,14911  BELL RD,HOMER GLEN,IL,60491
2225620-20130116,2225620,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3639 W CHICAGO AVE,CHICAGO,IL,60651
2627367-20190104,2627367,"BNT ENTERPRISES, INC",SNAK-O-RAMA,4100 S ASHLAND AVE GROUND,CHICAGO,IL,60609
2211484-20160816,2473503,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 1,CHICAGO,IL,60623
2245998-20150816,2409740,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST,CHICAGO,IL,60626
2211493-20160816,2473512,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 10,CHICAGO,IL,60623
2211370-20160416,2447975,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2641553-20190426,2641553,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2252754-20140816,2350424,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2397122-20191016,2687655,A.SWEETS GIRL LLC,A.SWEETS GIRL LLC,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2293532-20140226,2293532,"CHICAGO FRUIT CART, INC.","CHICAGO FRUIT CART, INC.",310 S STATE ST,CHICAGO,IL,60604
2807980-20220216,2826692,UNCLE REMUS SFC 1 LLC,UNCLE REMUS,1900 N AUSTIN AVE,CHICAGO,IL,60639
2506213-20170119,2506213,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,4171 S ARCHER AVE,CHICAGO,IL,60632
2211288-20121229,2211288,THUNDERBIRD CATERING CO.,THUNDERBRID CATERING,1204 W 36TH ST,CHICAGO,IL,60609
2256357-20130520,2256357,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211487-20160816,2473506,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 4,CHICAGO,IL,60623
2099159-20111118,2099159,"CAPONIES, INC.",CAPONIES CAFE & PIZZA,3350 N HARLEM AVE,CHICAGO,IL,60634
2211486-20140816,2338203,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 3,CHICAGO,IL,60623
2211583-20130316,2229034,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2483492-20170616,2527518,JUICERX CLEANSE LLC,JUICERX,1414 N WELLS ST 1,CHICAGO,IL,60610
2247108-20150516,2389652,THE EASTMAN EGG COMPANY LLC,THE EASTMAN EGG COMPANY,2300 S THROOP ST,CHICAGO,IL,60608
2152498-20120517,2152498,SUPERHEROES ICE CREAM INC.,SUPERHEROES ICE CREAM INC.,5963 S ARCHER,SUMMITT ARGO,IL,60501
2785929-20220516,2839605,"FIESTA TAMALERIA EL BARRIO, INC.","FIESTA TAMALERIA EL BARRIO, INC.",1820 W 18TH ST 1,CHICAGO,IL,60608
2293616-20131115,2293616,FIFTY FOUR ELEVEN LLC,FIFTY FOUR ELEVEN,2850 N CLARK ST,CHICAGO,IL,60657
2252814-20140316,2314970,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211553-20190316,2644866,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2496136-20161228,2496136,UDIS SNACK SHOP INC.,UDIS SNACK SHOP INC.,2300 S THROOP ST,CHICAGO,IL,60608
2211466-20121229,2211466,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2245999-20170816,2540135,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST 1 1,CHICAGO,IL,60626
2211557-20190316,2644863,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2256546-20150616,2396319,"VPC PIZZA TRUCK I, LLC",GIORDANO'S OF RUSH,730 N RUSH ST,CHICAGO,IL,60611
2641554-20190426,2641554,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2245998-20130816,2268873,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST,CHICAGO,IL,60626
21323-20110516,2085905,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2536010-20170713,2536010,"EL SOL SALE PARA TODOS, INC.",L' PATRON,2300 S THROOP ST 1,CHICAGO,IL,60608
2252838-20180316,2575847,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2333181-20150702,2333181,"ONE ENTERPRISE, LLC",THE DOG STAND,324 N LEAVITT ST,CHICAGO,IL,60612
2256462-20190616,2670618,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211345-20150516,2387001,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2262479-20141116,2357461,THE LIFEWAY KEFIR SHOP LLC,LIFEWAY KEFIR SHOP,324 N LEAVITT ST,CHICAGO,IL,60612
2294409-20131127,2294409,EDGAR MARTINEZ,PALETERIA LA MORELIA,3108 W CERMAK RD,CHICAGO,IL,60623
2211378-20121229,2211378,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2845635-20220705,2845635,RENE O RODRIGUEZ,COPOS DE NIEVE,6511 N CLARK ST 1,CHICAGO,IL,60626
2211581-20170316,2509714,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2256462-20210616,2784041,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2298889-20140501,2298889,JACK'S FORK IN THE ROAD INC.,JACK'S FORK IN THE ROAD,2300 S THROOP ST,CHICAGO,IL,60608
2256370-20210616,2784036,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2115219-20111025,2115219,OPEN KITCHENS INC,OPEN KITCHENS,1161 W 21ST ST 1ST 1,CHICAGO,IL,60608
2211306-20130316,2226186,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211377-20160416,2447982,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2211652-20121229,2211652,JOSE A PORTILLO-RENDON,JUNIOR ICE CREAM,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2245951-20150816,2409736,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR II,6538 N CLARK ST 1,CHICAGO,IL,60626
2211414-20130516,2242071,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2252833-,2252833,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2245997-20150816,2409738,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST,CHICAGO,IL,60626
2232743-20150616,2396164,"M & S IMPORTS, LTD.",SAPORI ANTICHI INTERNATIONAL IMPORTS,324 N LEAVITT ST,CHICAGO,IL,60612
2563516-20181016,2619671,"HAROLD'S ON WABASH, INC.",HAROLD'S CHICKEN,2300 S THROOP ST 1,CHICAGO,IL,60608
2775931-20210713,2775931,HALAL BITES INC.,HALAL BITES INC.,25553  WOLF CROSSING RD  G H H,PLAINFIELD,IL,60585
2246417-20150816,2409742,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST,CHICAGO,IL,60626
2211354-20150516,2387005,FELIPE BENITEZ,PHILLIP'S ICE CREAM,4221 N KEDZIE AVE,CHICAGO,IL,60618
2792124-20210923,2792124,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2397858-20150930,2397858,"SELBY GIBBS HOLDINGS, LLC",HOT DOG FIEND,2300 S THROOP ST,CHICAGO,IL,60608
2517361-20170420,2517361,THE SHRIMP SHACK INC.,THE SHRIMP SHACK,2300 S THROOP ST,CHICAGO,IL,60608
2802730-20220725,2802730,NEW LINE MANAGEMENT LLC,MIKES CHEESESTEAKS,135 N KEDZIE AVE,CHICAGO,IL,60612
2245995-20150816,2409743,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST 1 1,CHICAGO,IL,60626
2211458-20150916,2414789,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211563-20170316,2509700,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211554-20150316,2378018,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2211537-20131216,2292391,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2211294-20210316,2767730,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211294-20130316,2226174,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2506230-20170112,2506230,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD,4171 S ARCHER AVE,CHICAGO,IL,60632
2246930-20150816,2409747,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2404594-20150605,2404594,3 ABEJAS CORP.,3 ABEJAS CORP.,2747 W CERMAK RD,CHICAGO,IL,60608
2211375-20160416,2447980,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2114914-20110927,2114914,"NEXT STEP COMMUNICATIONS, INC.",SWEET SPOT MACARONS,5740 N MILWAUKEE AVE 1 1,CHICAGO,IL,60646
2211375-20121229,2211375,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2379912-20150211,2379912,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2211280-20121229,2211280,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2451375-20180216,2571478,STEVE THOMAS,STEVE'S 77 ICE CREAM,7451 W 100TH PL,BRIDGEVIEW,IL,60455
